B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,Group
-93,-200,-200,-200,-82,-200,-200,-90,-64,-200,-200,-200,-89,-200,-200,9
-89,-200,-200,-86,-200,-200,-200,-200,-200,-200,-83,-85,-200,-200,-200,15
-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-91,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-84,-200,6
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,4
-86,-200,-200,-94,-200,-200,-200,-200,-200,-200,-69,-90,-200,-200,-200,1
-94,-200,-200,-200,-93,-200,-93,-84,-88,-200,-200,-200,-82,-200,-200,11
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,18
-94,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-96,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-84,19
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-86,-200,-200,-200,-81,-200,-200,-92,-59,-200,-200,-200,-89,-200,-200,9
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-85,-200,-94,-200,-67,-88,-200,-200,-67,-200,-200,23
-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,14
-93,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-85,-200,6
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-83,-101,-200,-77,-200,-200,-200,-200,-93,-200,-72,-78,-200,-200,-200,13
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,4
-69,-200,-200,-200,-200,-86,-85,-90,-73,-84,-200,-200,-84,-200,-200,10
-83,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-70,-200,-200,-72,-74,-200,-200,-200,-87,-200,-200,8
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-90,21
-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-73,19
-88,-200,-200,-84,-200,-200,-200,-200,-200,-200,-69,-88,-200,-200,-200,1
-90,-200,-200,-200,-88,-200,-93,-200,-72,-87,-200,-200,-70,-200,-200,23
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-85,-200,-200,-200,-79,-200,-200,-90,-98,-200,-200,-200,-90,-200,-200,9
-200,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-88,-82,-200,6
-200,-200,-200,-200,-200,-200,-89,-83,-88,-89,-200,-200,-76,-200,-200,11
-200,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-69,-200,-200,22
-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-91,-200,18
-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-87,-200,-200,-200,-97,-89,-75,-98,-75,-85,-200,-200,-93,-200,-90,16
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-85,-86,-200,-200,-200,4
-87,-200,-200,-86,-200,-200,-200,-200,-200,-200,-85,-85,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-91,-200,18
-82,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-82,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-88,-200,-200,-200,-92,-82,-75,-97,-75,-84,-200,-200,-89,-200,-90,16
-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-95,-200,14
-89,-200,-200,-76,-200,-200,-200,-200,-94,-200,-72,-77,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-88,19
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,21
-84,-200,-200,-200,-200,-200,-56,-200,-200,-200,-200,-200,-200,-200,-200,6
-78,-200,-200,-200,-86,-200,-200,-93,-71,-80,-200,-200,-71,-200,-200,23
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-79,-200,-200,-200,-200,-87,-83,-88,-72,-85,-200,-200,-83,-200,-200,10
-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-91,-200,-200,-88,-200,-200,-200,-200,-200,-200,-90,-86,-200,-200,-200,4
-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-82,-200,-200,-84,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-90,-83,-89,-89,-200,-200,-78,-200,-200,11
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-75,-81,-200,18
-200,-200,-200,-200,-71,-200,-200,-73,-72,-200,-200,-200,-84,-200,-200,8
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-200,-200,-54,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-200,-200,-57,-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-94,19
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-75,-81,-200,18
-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-83,-200,-200,-200,-200,-200,-93,-89,-86,-80,-200,-200,-73,-200,-200,23
-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-84,-200,-200,22
-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-91,-200,-200,-200,-79,-200,-200,-87,-56,-200,-200,-200,-91,-200,-200,9
-91,-200,-200,-200,-79,-200,-200,-86,-56,-200,-200,-200,-88,-200,-200,9
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-82,-87,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-93,-92,-200,-200,-200,3
-89,-200,-200,-83,-200,-200,-200,-200,-200,-200,-83,-86,-200,-200,-200,15
-85,-200,-200,-82,-200,-200,-200,-200,-200,-200,-76,-85,-200,-200,-200,13
-90,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-73,-200,-200,-200,-200,-93,-82,-90,-73,-88,-200,-200,-82,-200,-200,10
-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-89,-200,-200,-200,-200,-200,-55,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-85,-200,-200,-200,-78,-200,-200,-89,-63,-200,-200,-200,-90,-200,-200,9
-83,-200,-200,-200,-90,-200,-200,-200,-73,-78,-200,-200,-75,-200,-200,23
-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-200,-200,-87,19
-86,-200,-200,-85,-200,-200,-200,-200,-200,-200,-71,-87,-200,-200,-200,1
-93,-200,-200,-48,-200,-200,-200,-200,-200,-200,-89,-89,-200,-200,-200,3
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-85,-87,-200,-200,-200,4
-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-91,-200,-200,-200,-200,-200,-91,-83,-86,-89,-200,-200,-81,-200,-200,11
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-87,-200,18
-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-200,-200,-100,-200,-200,-200,-88,-86,-85,6
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-87,-200,18
-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-70,-200,-200,-72,-76,-200,-200,-200,-84,-200,-200,8
-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-96,-200,14
-79,-200,-200,-200,-89,-200,-95,-200,-73,-85,-200,-200,-67,-200,-200,23
-92,-200,-200,-200,-80,-200,-200,-85,-58,-96,-200,-200,-87,-200,-200,9
-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-89,19
-87,-200,-200,-82,-200,-200,-200,-200,-200,-200,-73,-78,-200,-200,-200,13
-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-54,-200,-200,-200,-200,-200,-200,-96,-90,-200,-200,-200,3
-71,-200,-200,-200,-94,-94,-84,-200,-79,-89,-200,-200,-83,-200,-200,10
-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-87,-86,-200,-200,-200,4
-83,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-97,-200,-200,-93,-200,-200,-200,-200,-80,-200,-200,22
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-89,-200,-200,6
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-82,-200,-200,-85,-200,-200,-200,-200,-200,-200,-70,-90,-200,-200,-200,1
-89,-200,-200,-82,-200,-200,-200,-200,-200,-200,-85,-92,-200,-200,-200,15
-80,-200,-200,-200,-92,-89,-81,-97,-69,-86,-200,-200,-88,-200,-88,16
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-85,-200,-200,-200,-80,-200,-200,-88,-57,-98,-200,-200,-88,-200,-200,9
-82,-200,-200,-200,-86,-200,-200,-200,-72,-83,-200,-200,-72,-200,-200,23
-88,-200,-200,-53,-200,-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-91,-83,-93,-90,-200,-200,-80,-200,-200,11
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80,19
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-75,-200,-200,18
-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-85,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-86,-86,-200,-200,-200,4
-85,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-75,-200,-200,18
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-90,-200,-73,6
-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,14
-87,-95,-200,-77,-200,-200,-200,-200,-200,-200,-73,-87,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,21
-76,-200,-200,-200,-200,-86,-80,-93,-76,-90,-200,-200,-84,-200,-200,10
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-97,-200,-200,-58,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-88,-200,-200,-200,-85,-200,-200,-89,-61,-95,-200,-200,-89,-200,-200,9
-87,-200,-200,-200,-90,-200,-96,-91,-77,-84,-200,-200,-68,-200,-200,23
-200,-200,-200,-200,-81,-200,-200,-68,-72,-200,-200,-200,-82,-200,-200,8
-82,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,5
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-78,19
-82,-200,-200,-200,-87,-89,-82,-97,-69,-86,-200,-200,-88,-200,-90,16
-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,4
-84,-200,-200,-86,-200,-200,-200,-200,-200,-200,-89,-87,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-200,-200,-200,-82,-86,-93,-200,-200,-73,-200,-200,11
-89,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-85,-74,-200,18
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-85,-74,-200,18
-91,-200,-200,-85,-200,-200,-200,-200,-200,-200,-86,-86,-200,-200,-200,15
-101,-200,-200,-200,-90,-200,-200,-89,-74,-81,-200,-200,-69,-200,-200,23
-89,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,-200,-200,22
-88,-200,-200,-200,-84,-200,-200,-85,-59,-94,-200,-200,-92,-200,-200,9
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-84,-89,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-80,19
-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-95,-200,-87,6
-89,-97,-200,-83,-200,-200,-200,-200,-200,-200,-78,-85,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,21
-72,-200,-200,-200,-200,-97,-86,-92,-75,-82,-200,-200,-81,-200,-200,10
-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,3
-87,-200,-200,-87,-200,-200,-200,-200,-200,-200,-72,-89,-200,-200,-200,1
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-83,-200,-200,-200,-84,-200,-95,-92,-74,-82,-200,-200,-67,-200,-200,23
-200,-200,-200,-200,-70,-200,-200,-76,-77,-200,-200,-200,-81,-200,-200,8
-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-74,6
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-89,-90,-200,-200,-200,4
-90,-200,-200,-200,-200,-200,-90,-80,-86,-94,-200,-200,-76,-200,-200,11
-82,-200,-200,-200,-87,-89,-85,-97,-71,-84,-200,-200,-84,-200,-92,16
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-82,19
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-96,-200,-200,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,21
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-86,-72,-84,18
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-85,-200,-200,-200,-87,-89,-83,-97,-70,-88,-200,-200,-84,-200,-92,16
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-86,-72,-84,18
-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-200,-200,-200,-95,-200,-200,-200,-200,-89,-200,-200,22
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-93,-75,-79,-200,-200,-67,-200,-200,23
-77,-200,-200,-200,-200,-92,-77,-200,-79,-90,-200,-200,-84,-200,-200,10
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,6
-88,-93,-200,-75,-200,-200,-200,-200,-98,-200,-77,-84,-200,-200,-200,13
-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-86,-200,-200,-84,-200,-200,-200,-200,-200,-200,-89,-88,-200,-200,-200,15
-93,-200,-200,-84,-200,-200,-200,-200,-200,-200,-86,-99,-200,-200,-200,4
-83,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-75,19
-86,-200,-200,-81,-200,-200,-200,-200,-200,-200,-71,-87,-200,-200,-200,1
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,3
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-93,-200,-200,-200,-200,-200,-90,-86,-87,-92,-200,-200,-84,-200,-200,11
-79,-200,-200,-200,-88,-200,-200,-200,-76,-81,-200,-200,-69,-200,-200,23
-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-73,6
-84,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-84,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-85,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-85,-76,-79,18
-200,-200,-200,-200,-85,-200,-200,-69,-76,-200,-200,-200,-76,-200,-200,8
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-84,-85,-200,-200,-200,4
-85,-200,-200,-200,-87,-96,-80,-97,-73,-85,-200,-200,-92,-200,-92,16
-85,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-85,-76,-79,18
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-75,19
-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,14
-92,-200,-200,-200,-79,-200,-200,-85,-56,-95,-200,-200,-88,-200,-200,9
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-85,-200,-200,22
-80,-200,-200,-200,-200,-91,-78,-91,-79,-78,-200,-200,-76,-200,-200,10
-87,-200,-200,-76,-200,-200,-200,-200,-200,-200,-71,-86,-200,-200,-200,13
-89,-200,-200,-200,-81,-200,-200,-200,-57,-94,-200,-200,-86,-200,-200,9
-88,-200,-200,-200,-88,-200,-200,-90,-62,-200,-200,-200,-87,-200,-200,9
-82,-200,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-88,-200,-90,6
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-89,-200,-200,-200,-84,-200,-200,-90,-61,-200,-200,-200,-91,-200,-200,9
-82,-200,-200,-200,-86,-200,-91,-89,-76,-82,-200,-200,-67,-200,-200,23
-88,-200,-200,-85,-200,-200,-200,-200,-200,-200,-71,-86,-200,-200,-200,1
-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-82,-200,-200,-200,-87,-84,-80,-97,-74,-88,-200,-200,-92,-200,-92,16
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-95,-94,-200,-200,-200,4
-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-86,-200,-200,-84,-200,-200,-200,-200,-200,-200,-93,-85,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-93,19
-91,-200,-200,-200,-200,-200,-91,-81,-92,-92,-200,-200,-82,-200,-200,11
-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-84,-200,-81,6
-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-89,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-82,-73,-200,18
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-93,-200,-200,-200,-81,-200,-200,-88,-63,-93,-200,-200,-91,-200,-200,9
-79,-200,-200,-200,-93,-200,-92,-92,-76,-83,-200,-200,-75,-200,-200,23
-89,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,-82,-73,-200,18
-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-97,-92,14
-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,4
-93,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-82,-200,-200,-200,-87,-84,-74,-92,-71,-88,-200,-200,-88,-200,-92,16
-200,-200,-200,-200,-74,-200,-200,-69,-78,-200,-200,-200,-87,-200,-200,8
-76,-200,-200,-200,-200,-90,-82,-200,-78,-89,-200,-200,-90,-200,-200,10
-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-83,21
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-93,-200,-200,22
-89,-200,-200,-74,-200,-200,-200,-200,-200,-200,-72,-77,-200,-200,-200,13
-83,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-200,5
-82,-200,-200,-200,-90,-85,-74,-92,-71,-88,-200,-200,-85,-200,-92,16
-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-91,19
-89,-200,-200,-83,-200,-200,-200,-200,-200,-200,-70,-88,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-59,-200,-200,-200,-200,-200,-200,-200,-78,6
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-89,-200,-200,-200,-83,-200,-200,-91,-63,-200,-200,-200,-91,-200,-200,9
-82,-200,-200,-200,-83,-200,-91,-90,-72,-81,-200,-200,-75,-200,-200,23
-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-90,-200,-200,-200,-200,-200,-91,-84,-88,-91,-200,-200,-75,-200,-200,11
-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-93,-200,-200,-89,-200,-200,-200,-200,-200,-200,-84,-91,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,21
-200,-200,-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-82,-82,-81,18
-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-82,-200,-200,-200,-95,-88,-74,-92,-69,-85,-200,-200,-86,-92,-92,16
-89,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200,-200,-200,-83,-88,6
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-87,19
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-82,-82,-81,18
-94,-200,-200,-87,-200,-200,-200,-200,-200,-200,-83,-86,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-74,-200,-200,-200,-200,-88,-78,-200,-83,-91,-200,-200,-86,-200,-92,10
-92,-200,-200,-200,-88,-200,-200,-86,-57,-200,-200,-200,-92,-200,-200,9
-77,-200,-200,-200,-86,-200,-200,-94,-71,-81,-200,-200,-67,-200,-200,23
-85,-91,-200,-83,-200,-200,-200,-200,-97,-200,-76,-79,-200,-200,-200,13
-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-85,-200,-200,-200,-200,-200,-90,-200,-86,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,21
-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-86,-85,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,7
-88,-200,-200,-84,-200,-200,-200,-200,-200,-200,-70,-87,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,22
-200,-200,-200,-200,-75,-200,-200,-78,-82,-200,-200,-200,-81,-200,-200,8
-92,-200,-200,-200,-200,-200,-60,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-78,19
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-91,-85,-93,-90,-200,-200,-74,-200,-200,11
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-58,-200,-200,-200,-200,-200,-200,-94,-92,-200,-200,-200,3
-95,-200,-200,-200,-82,-200,-200,-90,-56,-92,-200,-200,-87,-200,-200,9
-78,-200,-200,-200,-86,-200,-200,-200,-74,-79,-200,-200,-72,-200,-200,23
-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
