B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,Group
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-89,-91,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-77,-200,-200,-200,-95,-85,-78,-89,-83,-86,-200,-200,-97,-96,-100,16
-83,-200,-89,-95,-200,-200,-92,-200,-200,-200,-200,-200,-91,-200,-83,7
-95,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-81,19
-84,-200,-200,-200,-87,-200,-200,-88,-78,-91,-200,-200,-74,-200,-200,23
-84,-200,-200,-85,-200,-200,-200,-200,-200,-200,-89,-83,-200,-200,-200,15
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-91,-84,-200,6
-85,-200,-200,-88,-200,-200,-200,-200,-200,-200,-69,-87,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-92,-94,14
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-81,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-83,-85,-80,18
-88,-200,-200,-200,-84,-200,-200,-91,-59,-84,-200,-200,-85,-200,-200,9
-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-84,-88,-200,-200,-200,13
-81,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-83,-85,-80,18
-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,21
-88,-200,-200,-200,-200,-91,-74,-90,-80,-87,-200,-200,-80,-200,-200,10
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-87,-88,-200,-200,-200,4
-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-94,-82,-94,-92,-200,-200,-74,-200,-200,11
-200,-200,-200,-200,-70,-200,-200,-78,-86,-200,-200,-200,-89,-200,-200,8
-88,-200,-200,-200,-200,-200,-94,-200,-200,-200,-200,-200,-91,-200,-83,7
-200,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,19
-79,-200,-200,-200,-86,-200,-96,-96,-74,-76,-200,-200,-72,-200,-200,23
-200,-200,-200,-54,-200,-200,-200,-200,-200,-200,-88,-94,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,6
-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-90,-200,-200,-200,-91,-200,-200,-91,-62,-88,-200,-200,-88,-200,-200,9
-200,-200,-200,-200,-200,-200,-63,-200,-200,-200,-200,-200,-200,-86,-200,21
-90,-200,-200,-89,-200,-200,-200,-200,-200,-200,-86,-92,-200,-200,-200,4
-86,-200,-200,-89,-200,-200,-200,-200,-200,-200,-70,-91,-200,-200,-200,1
-84,-200,-89,-200,-200,-200,-96,-200,-200,-200,-200,-200,-92,-200,-83,7
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,14
-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-89,-82,19
-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-87,-95,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-89,-200,-85,18
-89,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-85,-200,6
-82,-200,-200,-200,-91,-200,-200,-91,-73,-79,-200,-200,-70,-200,-200,23
-88,-200,-200,-78,-200,-200,-200,-200,-200,-200,-77,-93,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-89,-200,-85,18
-82,-200,-200,-200,-200,-89,-84,-91,-88,-200,-200,-200,-86,-200,-200,10
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-88,-200,-200,-91,-200,-200,-200,-200,-200,-200,-90,-92,-200,-200,-200,15
-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-87,-200,21
-90,-200,-200,-200,-91,-200,-200,-92,-60,-90,-200,-200,-95,-200,-200,9
-200,-200,-200,-200,-200,-200,-90,-80,-87,-200,-200,-200,-72,-200,-200,11
-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-88,-87,-200,-200,-200,4
-200,-200,-200,-200,-89,-200,-200,-85,-91,-92,-200,-200,-63,-200,-200,22
-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-89,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-84,7
-91,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-84,-81,6
-86,-200,-200,-200,-91,-93,-84,-90,-79,-87,-200,-200,-91,-96,-100,16
-200,-200,-200,-200,-72,-200,-200,-75,-85,-200,-200,-200,-82,-200,-200,8
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-90,-85,19
-86,-200,-200,-200,-200,-200,-200,-91,-79,-77,-200,-200,-75,-200,-200,23
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-58,-200,-200,-200,-200,-200,-200,-89,-88,21
-62,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,17
-90,-200,-200,-200,-89,-200,-200,-88,-58,-200,-200,-200,-90,-200,-200,9
-91,-200,-200,-88,-200,-200,-200,-200,-200,-200,-69,-89,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-95,14
-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-92,-200,-200,18
-84,-200,-200,-75,-200,-200,-200,-200,-200,-200,-76,-78,-200,-200,-200,13
-82,-200,-200,-200,-200,-93,-74,-94,-88,-92,-200,-200,-81,-200,-200,10
-84,-200,-200,-73,-200,-200,-200,-200,-200,-200,-92,-87,-200,-200,-200,3
-90,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-86,-200,6
-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-92,-200,-200,18
-78,-200,-200,-200,-91,-84,-81,-90,-80,-84,-200,-200,-87,-96,-100,16
-89,-200,-88,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-94,-84,7
-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-80,-200,-200,-200,-200,-200,-200,-95,-79,-82,-200,-200,-70,-200,-200,23
-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,-200,-200,-200,-200,-75,19
-200,-200,-200,-200,-94,-200,-91,-82,-92,-200,-200,-200,-79,-200,-200,11
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,21
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-83,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-96,-200,-200,-200,-89,-200,-200,-88,-65,-96,-200,-200,-90,-200,-200,9
-83,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-93,-200,-200,-87,-200,-200,-200,-200,-200,-200,-87,-82,-200,-200,-200,15
-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-86,-91,-200,-200,-200,3
-92,-200,-200,-84,-200,-200,-200,-200,-200,-200,-85,-92,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-90,-200,-200,6
-83,-200,-200,-200,-89,-84,-80,-92,-82,-87,-200,-200,-87,-96,-100,16
-84,-200,-89,-92,-200,-200,-200,-200,-200,-200,-200,-200,-88,-200,-81,7
-71,-200,-200,-200,-200,-200,-200,-200,-95,-200,-87,-200,-200,-200,-200,17
-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-71,-91,-200,-200,-200,1
-81,-200,-200,-200,-90,-200,-200,-93,-77,-77,-200,-200,-75,-200,-200,23
-200,-200,-200,-200,-73,-200,-200,-75,-81,-200,-200,-200,-88,-200,-200,8
-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-93,14
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-75,19
-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-95,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-86,-96,-200,18
-81,-200,-200,-200,-200,-84,-71,-90,-70,-84,-200,-200,-87,-200,-200,10
-82,-200,-200,-76,-200,-200,-200,-200,-94,-200,-80,-86,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,21
-91,-200,-200,-200,-91,-200,-200,-83,-60,-200,-200,-200,-200,-200,-200,9
-95,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-86,-96,-200,18
-200,-200,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-65,-200,-200,-200,-200,-200,-93,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-70,-200,-91,-200,-200,-200,-200,-92,-94,6
-93,-200,-200,-83,-200,-200,-200,-200,-200,-200,-80,-92,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-78,-200,-200,11
-77,-200,-200,-200,-89,-83,-77,-89,-77,-85,-200,-200,-87,-96,-100,16
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-85,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,7
-80,-200,-200,-200,-200,-200,-200,-93,-77,-78,-200,-200,-69,-200,-200,23
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-88,-200,-200,-78,-84,-93,-200,-200,-88,-200,-200,22
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-80,19
-83,-200,-200,-200,-200,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,21
-91,-200,-200,-200,-88,-200,-200,-86,-73,-86,-200,-200,-87,-200,-200,9
-200,-200,-200,-53,-200,-200,-200,-200,-200,-200,-94,-93,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-89,-200,6
-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-63,-89,-200,-200,-200,1
-67,-200,-200,-200,-200,-200,-93,-200,-200,-200,-89,-200,-200,-200,-200,17
-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-85,-91,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-93,-90,14
-80,-200,-200,-200,-89,-83,-73,-93,-86,-81,-200,-200,-87,-96,-100,16
-91,-200,-200,-85,-200,-200,-200,-200,-200,-200,-83,-89,-200,-200,-200,15
-86,-200,-96,-200,-200,-200,-94,-200,-200,-200,-200,-200,-91,-200,-82,7
-87,-200,-200,-200,-200,-85,-83,-88,-80,-92,-200,-200,-90,-200,-200,10
-87,-200,-200,-200,-200,-200,-83,-200,-93,-97,-200,-200,-85,-85,-81,18
-80,-200,-200,-71,-200,-200,-200,-200,-200,-200,-77,-86,-200,-200,-200,13
-82,-200,-200,-200,-86,-200,-91,-200,-73,-79,-200,-200,-72,-200,-200,23
-200,-200,-200,-200,-64,-200,-200,-69,-83,-200,-200,-200,-80,-200,-200,8
-87,-200,-200,-200,-200,-200,-83,-200,-93,-97,-200,-200,-85,-85,-81,18
-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-91,-85,-200,21
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-91,19
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-92,-200,-200,-200,-200,-200,-92,-83,-89,-200,-200,-200,-72,-200,-200,11
-86,-200,-200,-200,-92,-200,-200,-90,-73,-94,-200,-200,-88,-200,-200,9
-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-90,-200,-200,6
-79,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,4
-79,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-80,-200,-200,-200,-90,-91,-73,-93,-74,-84,-200,-200,-86,-96,-100,16
-86,-200,-97,-94,-200,-200,-200,-200,-200,-200,-200,-200,-92,-95,-84,7
-81,-200,-200,-200,-87,-200,-200,-84,-77,-84,-200,-200,-72,-200,-200,23
-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-93,-200,-200,-200,1
-200,-200,-200,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-89,-200,21
-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-70,-200,-200,-200,-200,-200,-200,-200,-89,-200,-94,-200,-200,-200,-200,17
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-82,-81,6
-200,-200,-200,-200,-200,-200,-89,-200,-200,-200,-200,-200,-200,-93,-78,19
-91,-200,-200,-200,-91,-200,-200,-89,-71,-200,-200,-200,-93,-200,-200,9
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,14
-79,-200,-200,-200,-92,-90,-78,-95,-78,-91,-200,-200,-87,-200,-200,10
-94,-200,-200,-83,-200,-200,-200,-200,-200,-200,-83,-87,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-87,-79,-200,18
-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-82,-77,-200,-200,-200,13
-83,-200,-200,-200,-90,-91,-84,-93,-75,-87,-200,-200,-82,-96,-100,16
-200,-200,-200,-200,-200,-200,-82,-200,-200,-200,-200,-200,-87,-79,-200,18
-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-86,7
-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,11
-82,-200,-200,-200,-91,-200,-200,-200,-79,-82,-200,-200,-73,-200,-200,23
-200,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-90,-200,-200,-200,3
-93,-200,-200,-84,-200,-200,-200,-200,-200,-200,-90,-90,-200,-200,-200,15
-83,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-91,-200,-200,-200,-200,-200,-69,-200,-93,-200,-200,-200,-200,-200,-200,6
-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-67,-200,-200,-73,-78,-200,-200,-200,-82,-200,-200,8
-83,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-90,-200,-200,-200,-200,-200,-200,-92,-68,-87,-200,-200,-85,-200,-200,9
-200,-200,-200,-200,-84,-200,-200,-79,-88,-92,-200,-200,-71,-200,-200,22
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-94,-92,19
-96,-200,-200,-82,-200,-200,-200,-200,-200,-200,-80,-91,-200,-200,-200,4
-83,-200,-200,-200,-93,-88,-76,-93,-70,-82,-200,-200,-83,-94,-100,16
-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-61,-86,-200,-200,-200,1
-70,-200,-200,-200,-200,-200,-200,-200,-87,-200,-94,-200,-200,-200,-200,17
-80,-200,-88,-200,-200,-200,-91,-200,-200,-200,-200,-200,-90,-200,-81,7
-92,-200,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-94,-200,14
-78,-200,-200,-200,-94,-200,-200,-200,-76,-80,-200,-200,-68,-200,-200,23
-84,-200,-200,-200,-200,-200,-73,-200,-93,-200,-200,-200,-91,-79,-200,6
-89,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,21
-70,-200,-200,-200,-200,-96,-82,-200,-75,-93,-200,-200,-93,-200,-90,10
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-84,-82,18
-200,-95,-200,-76,-200,-200,-200,-200,-200,-200,-84,-87,-200,-200,-200,13
-91,-200,-200,-200,-91,-200,-200,-200,-67,-88,-200,-200,-85,-200,-200,9
-200,-200,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-84,-82,18
-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-88,-200,-200,-200,-200,-200,-200,-200,-87,19
-200,-200,-200,-84,-200,-200,-200,-200,-200,-200,-82,-89,-200,-200,-200,4
-80,-200,-200,-200,-93,-90,-76,-93,-71,-82,-200,-200,-84,-94,-100,16
-91,-200,-200,-200,-94,-200,-200,-91,-89,-96,-200,-200,-73,-200,-200,11
-84,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-90,-93,-200,-200,-200,3
-87,-200,-90,-200,-200,-200,-200,-200,-200,-200,-200,-200,-89,-200,-82,7
-84,-200,-84,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-59,-200,-200,-200,-200,-200,-94,-200,-83,21
-86,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-90,-84,-78,6
-80,-200,-200,-200,-94,-200,-200,-94,-80,-78,-200,-200,-69,-200,-200,23
-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-89,-200,-200,-91,-200,-200,-200,-200,-200,-200,-90,-84,-200,-200,-200,15
-200,-200,-200,-200,-71,-200,-200,-73,-87,-200,-200,-200,-82,-200,-200,8
-84,-200,-200,-200,-91,-200,-200,-89,-70,-92,-200,-200,-200,-200,-200,9
-88,-200,-200,-89,-200,-200,-200,-200,-200,-200,-67,-91,-200,-200,-200,1
-68,-200,-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,17
-200,-200,-200,-200,-200,-200,-92,-200,-200,-200,-200,-200,-200,-200,-80,19
-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-82,-89,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-94,14
-80,-200,-200,-200,-93,-90,-80,-93,-73,-84,-200,-200,-88,-94,-100,16
-71,-200,-200,-200,-90,-89,-74,-88,-72,-84,-200,-200,-87,-200,-91,10
-87,-200,-200,-92,-200,-200,-92,-200,-200,-200,-200,-200,-90,-200,-80,7
-98,-200,-200,-200,-200,-200,-80,-200,-95,-200,-200,-200,-200,-200,-80,6
-85,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-89,-86,-81,18
-200,-200,-200,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,21
-88,-200,-200,-76,-200,-200,-200,-200,-92,-200,-81,-80,-200,-200,-200,13
-82,-200,-200,-200,-89,-200,-200,-92,-77,-78,-200,-200,-75,-200,-200,23
-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-85,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-89,-86,-81,18
-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-99,-200,-200,-93,-91,-95,-200,-200,-79,-200,-200,11
-83,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-80,-200,-200,-200,-88,-200,-200,-88,-76,-88,-200,-200,-87,-200,-200,9
-83,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-80,-200,-200,-200,-89,-87,-74,-87,-70,-83,-200,-200,-83,-94,-100,16
-92,-200,-200,-77,-200,-200,-200,-200,-200,-200,-84,-93,-200,-200,-200,4
-200,-200,-200,-200,-82,-200,-200,-88,-89,-86,-200,-200,-63,-200,-200,22
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-90,19
-88,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-92,-86,-79,6
-200,-200,-200,-200,-200,-200,-60,-200,-200,-200,-200,-200,-200,-200,-88,21
-84,-200,-94,-94,-200,-200,-95,-200,-200,-200,-200,-200,-92,-95,-83,7
-86,-200,-200,-89,-200,-200,-200,-200,-200,-200,-79,-89,-200,-200,-200,1
-84,-200,-200,-200,-200,-200,-200,-93,-88,-82,-200,-200,-76,-200,-200,23
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,14
-86,-200,-200,-200,-86,-200,-200,-88,-76,-85,-200,-200,-89,-200,-200,9
-76,-200,-200,-200,-99,-90,-75,-91,-77,-81,-200,-200,-74,-200,-200,10
-200,-200,-200,-200,-72,-200,-200,-76,-81,-200,-200,-200,-83,-200,-200,8
-79,-200,-200,-200,-97,-91,-76,-87,-73,-81,-200,-200,-96,-94,-100,16
-86,-200,-200,-86,-200,-200,-200,-200,-200,-200,-80,-85,-200,-200,-200,15
-95,-200,-200,-81,-200,-200,-200,-200,-200,-200,-84,-87,-200,-200,-200,4
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,18
-94,-200,-200,-73,-200,-200,-200,-200,-200,-200,-81,-82,-200,-200,-200,13
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-91,-90,19
-200,-200,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-91,-85,-92,6
-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,18
-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-90,-200,-200,-86,-86,-95,-200,-200,-72,-200,-200,11
-83,-200,-200,-95,-200,-200,-200,-200,-200,-200,-200,-200,-92,-200,-82,7
-81,-200,-200,-200,-89,-200,-95,-94,-90,-81,-200,-200,-70,-200,-200,23
-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-87,-200,-200,-200,-93,-200,-200,-90,-71,-93,-200,-200,-93,-200,-200,9
-87,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,1
-93,-200,-200,-88,-200,-200,-200,-200,-200,-200,-86,-87,-200,-200,-200,4
-78,-200,-200,-200,-97,-91,-86,-91,-68,-87,-200,-200,-92,-94,-100,16
-200,-200,-200,-200,-200,-200,-85,-200,-90,-200,-200,-200,-200,-200,-78,6
-71,-200,-200,-200,-200,-200,-200,-200,-91,-200,-89,-200,-200,-200,-200,17
-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,3
-200,-200,-200,-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-89,-88,19
-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-93,-200,14
-83,-200,-92,-200,-200,-200,-200,-200,-200,-200,-200,-200,-94,-200,-200,7
-89,-200,-200,-200,-200,-91,-68,-200,-94,-200,-200,-200,-200,-200,-200,21
-85,-200,-200,-200,-90,-200,-200,-92,-84,-82,-200,-200,-71,-200,-200,23
-71,-200,-200,-200,-89,-87,-68,-95,-74,-90,-200,-200,-88,-200,-200,10
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-200,-200,-200,-200,-200,-200,-78,-200,-200,-92,-200,-200,-88,-73,-200,18
-81,-200,-200,-75,-200,-200,-200,-200,-93,-200,-82,-83,-200,-200,-200,13
-200,-200,-200,-200,-86,-200,-200,-79,-91,-88,-200,-200,-64,-200,-200,22
-87,-200,-200,-200,-200,-200,-200,-84,-67,-95,-200,-200,-87,-200,-200,9
-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,5
-200,-200,-200,-200,-200,-200,-78,-200,-200,-92,-200,-200,-88,-73,-200,18
-83,-200,-200,-200,-88,-93,-88,-92,-81,-84,-200,-200,-86,-94,-100,16
-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200,-200,-200,-81,-200,6
-200,-200,-200,-200,-90,-200,-200,-89,-89,-200,-200,-200,-72,-200,-200,11
-200,-200,-200,-200,-73,-200,-200,-72,-85,-200,-200,-200,-87,-200,-200,8
-200,-200,-200,-86,-200,-200,-200,-200,-200,-200,-87,-90,-200,-200,-200,4
-200,-200,-85,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,20
-89,-96,-200,-85,-200,-200,-200,-200,-200,-200,-81,-88,-200,-200,-200,15
-200,-200,-200,-200,-200,-200,-91,-200,-200,-200,-200,-200,-200,-200,-87,19
-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,21
-81,-200,-91,-95,-200,-200,-89,-200,-200,-200,-200,-200,-96,-200,-200,7
-87,-200,-200,-200,-200,-200,-95,-200,-78,-79,-200,-200,-70,-200,-200,23
-89,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,1
-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,2
-87,-200,-200,-200,-200,-200,-200,-90,-72,-200,-200,-200,-200,-200,-200,9
-72,-200,-200,-200,-200,-200,-200,-200,-93,-200,-89,-200,-200,-200,-200,17
