Group,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
3,,,,-78,,,,,,,,,,,
4,-88,,,-83,,,,,,,-94,-89,,,
7,-87,,-90,-94,,,-91,,,,,,-90,,-85
20,-83,,,,,,,,,,,,,,
19,,,,,,,-82,,,,,,,-88,-93
20,-83,,,,,,,,,,,,,,
23,-84,,,,-88,,,-95,-83,-80,,,-74,,
16,-75,,,,-93,-87,-89,-92,-65,-83,,,-89,-93,-89
13,-89,,,-76,,,,,,,-79,-87,,,
17,-65,,,,,,,,,,,,,,
21,,,,,,,-63,,,,,,,-85,
14,,,,,,,-87,,,,,,,,
9,-87,,,,-85,,,-92,-68,-87,,,-96,,
2,,,,-75,,,,,,,,,,,
1,-85,,,-92,,,,,,,-81,-89,,,
3,,,,-77,,,,,,,,-94,,,
6,-85,,,,,,-55,,,,,,-93,,
10,-78,,,,,-94,-77,-94,-76,-97,,,-92,,
4,-94,,,-82,,,,,,,-81,-89,,,
5,-69,,,,,,,,,,,,,,
11,-93,,,,,,-95,-83,,-92,,,-74,,
7,-82,,-86,,,,,,,,,,-93,,-81
6,,,,,,,-62,,,,,,,,-88
16,-83,,,,-93,-89,-78,-92,-72,-82,,,-84,-93,-89
23,-88,,,,-87,,,-89,-78,-84,,,-69,,
19,,,,,,,-81,,,,,,,-91,-75
21,,,,,,,-63,,-91,,,,-90,-84,
8,,,,,-72,,,-81,-76,,,,-81,,
20,-84,,-88,,,,,,,,,,,,
9,-86,,,,-78,,,-90,-64,-84,,,,,
3,,,,-75,,,,,,,,,,,
6,,,,,,,-65,,,,,,-91,,-93
20,-84,,-88,,,,,,,,,,,,
2,,,,-73,,,,,,,,,,,
4,,,,-86,,,,,,,-82,,,,
17,-70,,,,,,,,,,,,,,
7,-82,,-94,,,,-90,,,,,,-89,,-86
13,-88,,,-73,,,,,,,-80,-87,,,
15,-91,,,-82,,,,,,,-86,-88,,,
14,,,,,,,-82,,,,,,,-92,-89
16,-78,,,,-93,-96,-83,-92,-71,-95,,,-86,-93,-89
23,-79,,,,-92,,,-93,-81,-82,,,-72,,
21,,,,,,,,,,,,,,,
1,-84,,,-90,,,,,,,-70,-89,,,
19,,,,,,,-89,,,,,,,-91,-74
10,-81,,,,,-64,-72,-93,-74,-90,,,-81,,-93
3,,,,-92,,,,,,,,,,,
5,-72,,,,,,,,,,,,,,
6,-86,,,,,,-61,,,,,,,-92,
11,,,,,-95,,-89,-83,-91,,,,-76,,
2,,,,-75,,,,,,,,,,,
9,,,,,-81,,,-91,-61,-87,,,-88,,
22,,,,,-83,,,-85,-92,-92,,,-60,,
4,-89,,,-87,,,,,,,-85,-95,,,
7,-82,,-88,-96,,,-93,,,,,,-94,,-95
16,-83,,,,-93,-89,-75,-95,-75,-85,,,-90,-93,-89
21,,,,,,,-74,,-92,,,,-90,,
20,,,-80,,,,,,,,,,,,
23,-81,,,,-94,,,-93,-82,-78,,,-74,,
20,,,-80,,,,,,,,,,,,
19,,,,,,,-82,,,,,,,,-83
3,,,,-69,,,,,,,,,,,
6,,,,,,,-79,,,,,,,,-93
8,,,,,-75,,,-83,-79,,,,-70,,
2,,,,-81,,,,,,,,,,,
9,-92,,,,-81,,,-88,-65,-81,,,-86,,
13,-84,,,-77,,,,,,,-77,-82,,,
14,,,,,,,-84,,,,,,,-95,
4,-96,,,-86,,,,,,,-88,-89,,,
1,-85,,,-90,,,,,,,-71,-86,,,
7,-91,,-91,-93,,,,,,,,,-95,,-82
10,-81,,,,,-63,-71,-95,-79,-88,,,-84,,-81
21,,,,,,,-67,,,,,,,,
5,-67,,,,,,,,,,,,,,
11,,,,,,,,-80,-86,-90,,,-86,,
23,-90,,,,-92,,,,-80,-79,,,-72,,
16,-79,,,,-89,-86,-80,-95,-72,-85,,,-85,-93,-100
15,-87,,,-82,,,,,,,-88,-85,,,
3,,,,-69,,,,,,,,,,,
6,-85,,,,,,-64,,,,,,-89,,
19,,,,,,,-92,,,,,,,-90,-75
2,,,,-75,,,,,,,,,,,
9,-87,,,,-84,,,-90,-62,-83,,,-87,,
20,,,,,,,,,,,,,,,
4,,,,-85,,,,,,,-84,-86,,,
20,,,,,,,,,,,,,,,
7,-89,,-88,,,,-91,,,,,,-89,-96,-83
16,-85,,,,-89,-86,-78,-92,-79,-85,,,-89,-93,-100
21,,,,,,,,,,,,,,-76,
23,-79,,,,-96,,-91,,-77,-78,,,-71,,
3,,,,-71,,,,,,,,,,,
6,-91,,,,,,-68,,,,,,,,
13,-86,,,-76,,,,,,,-80,-92,,,
14,,,,,,,-81,,,,,,,-91,
1,-83,,,-88,,,,,,,-82,-88,,,
19,,,,,,,-94,,,,,,,-93,-78
2,,,,-79,,,,,,,,,,,
9,-82,,,,-85,,,-85,-60,-84,,,-87,,
10,-78,,,,,,-72,,-79,-93,,,-91,,
8,,,,,-74,,,-78,-87,,,,-87,,
5,-70,,,,,,,,,,,,,,
22,,,,,-85,,,-92,,-92,,,-68,,
11,-93,,,,,,-89,-80,-91,-92,,,-81,,
4,-90,,,-88,,,,,,,-83,-93,,,
16,-80,,,,-91,-93,-77,-92,-69,-83,,,-89,-93,-100
21,-87,,,,,,-96,,,,,,,-82,
7,-83,,-88,,,,,,,,,,-95,,-85
3,,,,-71,,,,,,,,,,,
6,,,,,,,-57,,,,,,-88,,
23,-86,,,,-93,,,-91,-79,-79,,,-73,,
20,,,-84,,,,,,,,,,,,
20,,,-84,,,,,,,,,,,,
15,-89,,,-84,,,,,,,-88,-92,,,
2,,,,-80,,,,,,,,,,,
9,-86,,,,-85,,,-86,-61,-84,,,-86,,
19,,,,,,,-89,,,,,,,,-90
17,-69,,,,,,,,-86,,,,,,
4,,,,-87,,,,,,,-83,-89,,,
14,,,,,,,-76,,,,,,,-97,-88
21,-85,,,,,,,,-89,,,,,-81,
13,-85,,,-76,,,,,-92,,-82,-85,,,
7,-84,,-89,,,,,,,,,,-89,,-85
3,,,,-72,,,,,,,,-86,,,
1,-85,,,-88,,,,,,,-69,-89,,,
6,-85,,,,,,-54,,,,,,,,-91
16,-79,,,,-90,-93,-89,-92,-69,-86,,,-89,-93,-100
23,-86,,,,-88,,,-88,-76,-79,,,-70,,
10,-87,,,,,-91,-75,-88,-74,,,,-87,,-95
5,-79,,,,,,,,,,,,,,
11,,,,,,,-93,-81,,,,,-76,,
2,,,,-74,,,,,,,,,,,
9,-87,,,,-83,,,-87,-69,-82,,,-93,,
19,,,,,,,-83,,,,,,,,-76
8,,,,,-72,,,-66,-88,,,,-71,,
4,,,,-83,,,,,,,-88,-91,,,
21,,,,,,,-54,,,,,,,-85,
3,-87,,,-65,,,,,,,,-93,,,
20,,,,,,,,,,,,,,,
16,-82,,,,-90,-89,-84,-92,-70,-86,,,-83,-93,-100
6,-87,,,,,,-58,,,,,,-89,,-93
7,-80,,-88,,,,,,,,,,-89,,-84
20,,,,,,,,,,,,,,,
23,-82,,,,-88,,,-89,-77,-78,,,-70,,
17,-68,,,,,,,,-88,,,,,,
2,,,,-76,,,,,,,,,,,
18,,,,,,,,,,,,,-84,-86,
14,,,,,,,-76,,,,,,,,-88
9,-82,,,,-84,,,-87,-70,-83,,,-89,,
13,-87,,,-75,,,,,,,-82,-80,,,
1,-85,,,-88,,,,,,,-68,-90,,,
18,,,,,,,,,,,,,-84,-86,
22,,,,,-84,,,-82,-89,-95,,,-67,,
19,-92,,,,,,-88,,,,,,,-90,-93
3,,,,-72,,,,,,,,,,,
15,-88,,,-87,,,,,,,-85,-88,,,
4,-91,,,-86,,,,,,,-84,-89,,,
10,-77,,,,,-94,-76,-92,-79,-87,,,-84,,
6,-85,,,,,,-72,,,,,,,,
16,-81,,,,-92,-87,-77,-92,-69,-84,,,-83,-93,-100
7,-89,,-86,,,,,,,,,,-89,-94,-86
5,-76,,,,,,,,,,,,,,
11,,,,,-89,,,-82,-91,-94,,,-76,,
23,-84,,,,-89,,,-90,-76,-80,,,-69,,
2,,,,-76,,,,,,,,,,,
20,-91,,,,,,,,,,,,,,
9,-86,,,,,,,-88,-67,-84,,,-85,,
20,-91,,,,,,,,,,,,,,
3,,,,-77,,,,,,,,-88,,,
6,-90,,,,,,-67,,,,,,-92,-84,
19,,,,,,,-92,,,,,,,,-83
4,-91,,,-85,,,,,,,-84,,,,
8,,,,,-68,,,-73,-90,,,,-81,,
21,-85,,,,,,-57,,,,,,,,
16,-78,,,,-92,-90,-77,-92,-70,-86,,,-85,-96,-100
7,-89,,-87,,,,-90,,,,,,-89,,-88
17,-78,,,,,,,,-89,,,,,,
23,-81,,,,-88,,,,-74,-78,,,-69,,
14,,,,,,,-85,,,,,,,-92,-86
18,,,,,,,-88,,,,,,,,-83
1,-86,,,-88,,,,,,,-69,-86,,,
13,,,,-76,,,,,-95,,-82,-78,,,
18,,,,,,,-88,,,,,,,,-83
10,-79,,,,,-91,-72,-89,-91,-87,,,-98,,
2,,,,-70,,,,,,,,,,,
9,,,,,-80,,,-90,-75,-89,,,-88,,
3,,,,-68,,,,,,,-94,-89,,,
5,-71,,,,,,,,,,,,,,
6,-89,,,,,,-67,,,,,,,-84,-79
11,,,,,,,,-80,-87,-91,,,-73,,
4,-90,,,-89,,,,,,,-82,-94,,,
21,-89,,,,,,,,,,,,,,
19,,,,,,,-92,,,,,,,,-87
16,-82,,,,-95,-88,-76,-92,-80,-84,,,-94,-96,-100
7,-87,,-89,,,,,,,,,,-90,,-87
15,-90,,,-85,,,,,,,-86,-86,,,
20,-85,,,,,,,,,,,,,,
20,-85,,,,,,,,,,,,,,
2,,,,-79,,,,,,,,,,,
3,,,,-91,,,,,,,,,,,
6,-92,,,,,,-73,,,,,,,,
9,-90,,,,-82,,,-85,-64,-86,,,-89,,
17,-78,,,,,,,,,,,,,,
16,-82,,,,-95,-91,-81,-89,-79,-82,,,-97,-96,-100
21,,,,,,,-57,,,,,,,-80,
14,,,,,,,-81,,,,,,,,
4,-93,,,-84,,,,,,,-87,-95,,,
1,-87,,,-86,,,,,,,-80,-87,,,
18,,,,,,,-86,,,,,,-79,-87,
13,-83,,,-72,,,,,,,-76,-89,,,
19,,,,,,,-87,,,,,,,,-74
8,,,,,-74,,,-79,-79,,,,-82,,
23,-88,,,,-90,,,-90,-76,-80,,,-73,,
7,-82,,-87,-94,,,-93,,,,-93,,-89,,-85
18,,,,,,,-86,,,,,,-79,-87,
10,-80,,,,-99,-89,-80,-89,-72,,,,-91,,-94
22,-98,,,,-87,,,-77,-88,-94,,,-73,,
5,-71,,,,,,,,,,,,,,
23,-85,,,,-86,,,-90,-87,-92,,,-71,,
3,,,,-70,,,,,,,,,,,
11,,,,,,,-90,-81,-88,,,,-75,,
6,,,,,,,-67,,,,,,-95,,
2,,,,-90,,,,,,,,,,,
9,-82,,,,-82,,,-84,-56,-84,,,-85,,
20,,,,,,,,,,,,,,,
21,,,,,,,-71,,,,,,,-81,
4,,,,-85,,,,,,,-89,-91,,,
20,,,,,,,,,,,,,,,
16,-77,,,,-95,-85,-78,-89,-83,-86,,,-97,-96,-100
7,-83,,-89,-95,,,-92,,,,,,-91,,-83
19,-95,,,,,,-91,,,,,,,,-81
23,-84,,,,-87,,,-88,-78,-91,,,-74,,
15,-84,,,-85,,,,,,,-89,-83,,,
3,,,,-69,,,,,,,,-90,,,
6,,,,,,,-74,,,,,,-91,-84,
1,-85,,,-88,,,,,,,-69,-87,,,
14,,,,,,,-76,,,,,,,-92,-94
2,,,,-79,,,,,,,,,,,
18,-81,,,,,,-83,,,,,,-83,-85,-80
9,-88,,,,-84,,,-91,-59,-84,,,-85,,
13,,,,-79,,,,,,,-84,-88,,,
18,-81,,,,,,-83,,,,,,-83,-85,-80
21,,,,,,,-66,,,,,,,,
10,-88,,,,,-91,-74,-90,-80,-87,,,-80,,
4,,,,-87,,,,,,,-87,-88,,,
5,-73,,,,,,,,,,,,,,
11,,,,,,,-94,-82,-94,-92,,,-74,,
8,,,,,-70,,,-78,-86,,,,-89,,
7,-88,,,,,,-94,,,,,,-91,,-83
19,,,,,,,-93,,,,,,,,
23,-79,,,,-86,,-96,-96,-74,-76,,,-72,,
3,,,,-54,,,,,,,-88,-94,,,
6,,,,,,,-66,,,,,,,,
20,,,-84,,,,,,,,,,,,
20,,,-84,,,,,,,,,,,,
2,,,,-75,,,,,,,,,,,
9,-90,,,,-91,,,-91,-62,-88,,,-88,,
21,,,,,,,-63,,,,,,,-86,
4,-90,,,-89,,,,,,,-86,-92,,,
1,-86,,,-89,,,,,,,-70,-91,,,
7,-84,,-89,,,,-96,,,,,,-92,,-83
14,,,,,,,-84,,,,,,,,
19,,,,,,,-84,,,,,,,-89,-82
3,,,,-65,,,,,,,-87,-95,,,
18,,,,,,,-85,,,,,,-89,,-85
6,-89,,,,,,-65,,,,,,,-85,
23,-82,,,,-91,,,-91,-73,-79,,,-70,,
13,-88,,,-78,,,,,,,-77,-93,,,
18,,,,,,,-85,,,,,,-89,,-85
10,-82,,,,,-89,-84,-91,-88,,,,-86,,
2,,,,-77,,,,,,,,,,,
15,-88,,,-91,,,,,,,-90,-92,,,
5,-67,,,,,,,,,,,,,,
21,,,,,,,-68,,,,,,,-87,
9,-90,,,,-91,,,-92,-60,-90,,,-95,,
11,,,,,,,-90,-80,-87,,,,-72,,
4,,,,-84,,,,,,,-88,-87,,,
22,,,,,-89,,,-85,-91,-92,,,-63,,
20,-84,,,,,,,,,,,,,,
3,,,,-75,,,,,,,,,,,
20,-84,,,,,,,,,,,,,,
7,-89,,-93,,,,,,,,,,,,-84
6,-91,,,,,,-65,,,,,,,-84,-81
16,-86,,,,-91,-93,-84,-90,-79,-87,,,-91,-96,-100
8,,,,,-72,,,-75,-85,,,,-82,,
19,,,,,,,-91,,,,,,,-90,-85
23,-86,,,,,,,-91,-79,-77,,,-75,,
2,,,,-72,,,,,,,,,,,
21,,,,,,,-58,,,,,,,-89,-88
17,-62,,,,,,,,-92,,,,,,
9,-90,,,,-89,,,-88,-58,,,,-90,,
1,-91,,,-88,,,,,,,-69,-89,,,
14,,,,,,,-77,,,,,,,,-95
4,,,,-87,,,,,,,-91,,,,
18,,,,,,,-92,,,,,,-92,,
13,-84,,,-75,,,,,,,-76,-78,,,
10,-82,,,,,-93,-74,-94,-88,-92,,,-81,,
3,-84,,,-73,,,,,,,-92,-87,,,
6,-90,,,,,,-65,,,,,,,-86,
18,,,,,,,-92,,,,,,-92,,
16,-78,,,,-91,-84,-81,-90,-80,-84,,,-87,-96,-100
7,-89,,-88,,,,,,,,,,-90,-94,-84
5,-70,,,,,,,,,,,,,,
23,-80,,,,,,,-95,-79,-82,,,-70,,
19,,,,,,,-90,,,,,,,,-75
11,,,,,-94,,-91,-82,-92,,,,-79,,
21,,,,,,,,,,,,,-90,,
2,,,,-78,,,,,,,,,,,
20,-83,,-78,,,,,,,,,,,,
9,-96,,,,-89,,,-88,-65,-96,,,-90,,
20,-83,,-78,,,,,,,,,,,,
15,-93,,,-87,,,,,,,-87,-82,,,
3,,,,-69,,,,,,,-86,-91,,,
4,-92,,,-84,,,,,,,-85,-92,,,
6,,,,,,,-70,,,,,,-90,,
16,-83,,,,-89,-84,-80,-92,-82,-87,,,-87,-96,-100
7,-84,,-89,-92,,,,,,,,,-88,,-81
17,-71,,,,,,,,-95,,-87,,,,
1,,,,-84,,,,,,,-71,-91,,,
23,-81,,,,-90,,,-93,-77,-77,,,-75,,
8,,,,,-73,,,-75,-81,,,,-88,,
14,,,,,,,-76,,,,,,,,-93
19,,,,,,,-88,,,,,,,,-75
2,,,,-83,,,,,,,,,,,
18,-95,,,,,,-92,,,,,,-86,-96,
10,-81,,,,,-84,-71,-90,-70,-84,,,-87,,
13,-82,,,-76,,,,,-94,,-80,-86,,,
21,,,,,,,-62,,,,,,,,
9,-91,,,,-91,,,-83,-60,,,,,,
18,-95,,,,,,-92,,,,,,-86,-96,
3,,,,-62,,,,,,,,,,,
5,-65,,,,,,-93,,,,,,,,
6,,,,,,,-70,,-91,,,,,-92,-94
4,-93,,,-83,,,,,,,-80,-92,,,
11,,,,,,,,-81,,,,,-78,,
16,-77,,,,-89,-83,-77,-89,-77,-85,,,-87,-96,-100
20,,,-80,,,,,,,,,,,,
7,-85,,-90,,,,,,,,,,-92,,
23,-80,,,,,,,-93,-77,-78,,,-69,,
20,,,-80,,,,,,,,,,,,
22,,,,,-88,,,-78,-84,-93,,,-88,,
19,,,,,,,-91,,,,,,,,-80
21,-83,,,,,,-65,,,,,,,,
9,-91,,,,-88,,,-86,-73,-86,,,-87,,
3,,,,-53,,,,,,,-94,-93,,,
6,,,,,,,-70,,,,,,,-89,
2,,,,-81,,,,,,,,,,,
1,-85,,,,,,,,,,-63,-89,,,
17,-67,,,,,,-93,,,,-89,,,,
4,,,,-82,,,,,,,-85,-91,,,
14,,,,,,,-77,,,,,,,-93,-90
16,-80,,,,-89,-83,-73,-93,-86,-81,,,-87,-96,-100
15,-91,,,-85,,,,,,,-83,-89,,,
7,-86,,-96,,,,-94,,,,,,-91,,-82
10,-87,,,,,-85,-83,-88,-80,-92,,,-90,,
18,-87,,,,,,-83,,-93,-97,,,-85,-85,-81
13,-80,,,-71,,,,,,,-77,-86,,,
23,-82,,,,-86,,-91,,-73,-79,,,-72,,
8,,,,,-64,,,-69,-83,,,,-80,,
18,-87,,,,,,-83,,-93,-97,,,-85,-85,-81
5,-70,,,,,,,,,,,,,,
2,,,,-80,,,,,,,,,,,
21,,,,,,,,,,,,,-91,-85,
19,,,,,,,-91,,,,,,,,-91
3,,,,-77,,,,,,,,,,,
11,-92,,,,,,-92,-83,-89,,,,-72,,
9,-86,,,,-92,,,-90,-73,-94,,,-88,,
6,,,,,,,-78,,,,,,-90,,
20,-79,,-84,,,,,,,,,,,,
4,,,,-88,,,,,,,-82,,,,
20,-79,,-84,,,,,,,,,,,,
16,-80,,,,-90,-91,-73,-93,-74,-84,,,-86,-96,-100
7,-86,,-97,-94,,,,,,,,,-92,-95,-84
23,-81,,,,-87,,,-84,-77,-84,,,-72,,
1,-85,,,,,,,,,,-72,-93,,,
21,,,,,,,-61,,,,,,,-89,
3,,,,-71,,,,,,,,,,,
17,-70,,,,,,,,-89,,-94,,,,
2,,,,-86,,,,,,,,,,,
6,,,,,,,-71,,,,,,,-82,-81
19,,,,,,,-89,,,,,,,-93,-78
9,-91,,,,-91,,,-89,-71,,,,-93,,
14,,,,,,,-79,,,,,,,,
10,-79,,,,-92,-90,-78,-95,-78,-91,,,-87,,
4,-94,,,-83,,,,,,,-83,-87,,,
18,,,,,,,-82,,,,,,-87,-79,
13,-80,,,-77,,,,,,,-82,-77,,,
16,-83,,,,-90,-91,-84,-93,-75,-87,,,-82,-96,-100
18,,,,,,,-82,,,,,,-87,-79,
5,-63,,,,,,,,,,,,,,
7,,,,,,,,,,,,,-92,,-86
11,,,,,-91,,,,,,,,-77,,
23,-82,,,,-91,,,,-79,-82,,,-73,,
3,,,,-82,,,,,,,,-90,,,
15,-93,,,-84,,,,,,,-90,-90,,,
20,-83,,-81,,,,,,,,,,,,
21,,,,,,,,,,,,,,,
6,-91,,,,,,-69,,-93,,,,,,
2,,,,-78,,,,,,,,,,,
8,,,,,-67,,,-73,-78,,,,-82,,
20,-83,,-81,,,,,,,,,,,,
9,-90,,,,,,,-92,-68,-87,,,-85,,
22,,,,,-84,,,-79,-88,-92,,,-71,,
19,,,,,,,,,,,,,,-94,-92
4,-96,,,-82,,,,,,,-80,-91,,,
16,-83,,,,-93,-88,-76,-93,-70,-82,,,-83,-94,-100
1,-84,,,,,,,,,,-61,-86,,,
17,-70,,,,,,,,-87,,-94,,,,
7,-80,,-88,,,,-91,,,,,,-90,,-81
3,-92,,,-66,,,,,,,,,,,
14,,,,,,,-81,,,,,,,-94,
23,-78,,,,-94,,,,-76,-80,,,-68,,
6,-84,,,,,,-73,,-93,,,,-91,-79,
21,-89,,,,,,-67,,,,,,,,
10,-70,,,,,-96,-82,,-75,-93,,,-93,,-90
2,,,,-85,,,,,,,,,,,
18,,,,,,,-87,,,,,,,-84,-82
13,,-95,,-76,,,,,,,-84,-87,,,
9,-91,,,,-91,,,,-67,-88,,,-85,,
18,,,,,,,-87,,,,,,,-84,-82
5,-70,,,,,,,,,,,,,,
19,,,,,,,-88,,,,,,,,-87
4,,,,-84,,,,,,,-82,-89,,,
16,-80,,,,-93,-90,-76,-93,-71,-82,,,-84,-94,-100
11,-91,,,,-94,,,-91,-89,-96,,,-73,,
20,-84,,-84,,,,,,,,,,,,
3,,,,-74,,,,,,,-90,-93,,,
7,-87,,-90,,,,,,,,,,-89,,-82
20,-84,,-84,,,,,,,,,,,,
21,,,,,,,-59,,,,,,-94,,-83
6,-86,,,,,,-73,,,,,,-90,-84,-78
23,-80,,,,-94,,,-94,-80,-78,,,-69,,
2,,,,-74,,,,,,,,,,,
15,-89,,,-91,,,,,,,-90,-84,,,
8,,,,,-71,,,-73,-87,,,,-82,,
9,-84,,,,-91,,,-89,-70,-92,,,,,
1,-88,,,-89,,,,,,,-67,-91,,,
17,-68,,,,,,,,-92,,,,,,
19,,,,,,,-92,,,,,,,,-80
4,,,,-85,,,,,,,-82,-89,,,
14,,,,,,,-80,,,,,,,,-94
16,-80,,,,-93,-90,-80,-93,-73,-84,,,-88,-94,-100
10,-71,,,,-90,-89,-74,-88,-72,-84,,,-87,,-91
7,-87,,,-92,,,-92,,,,,,-90,,-80
6,-98,,,,,,-80,,-95,,,,,,-80
18,-85,,,,,,-77,,,,,,-89,-86,-81
21,,,,,,,-67,,,,,,,,
13,-88,,,-76,,,,,-92,,-81,-80,,,
23,-82,,,,-89,,,-92,-77,-78,,,-75,,
5,-64,,,,,,,,,,,,,,
18,-85,,,,,,-77,,,,,,-89,-86,-81
2,,,,-75,,,,,,,,,,,
11,,,,,-99,,,-93,-91,-95,,,-79,,
20,-83,,-83,,,,,,,,,,,,
9,-80,,,,-88,,,-88,-76,-88,,,-87,,
20,-83,,-83,,,,,,,,,,,,
16,-80,,,,-89,-87,-74,-87,-70,-83,,,-83,-94,-100
4,-92,,,-77,,,,,,,-84,-93,,,
22,,,,,-82,,,-88,-89,-86,,,-63,,
19,,,,,,,-91,,,,,,,,-90
6,-88,,,,,,-75,,,,,,-92,-86,-79
21,,,,,,,-60,,,,,,,,-88
7,-84,,-94,-94,,,-95,,,,,,-92,-95,-83
1,-86,,,-89,,,,,,,-79,-89,,,
23,-84,,,,,,,-93,-88,-82,,,-76,,
2,,,,-77,,,,,,,,,,,
14,,,,,,,-83,,,,,,,,
9,-86,,,,-86,,,-88,-76,-85,,,-89,,
10,-76,,,,-99,-90,-75,-91,-77,-81,,,-74,,
8,,,,,-72,,,-76,-81,,,,-83,,
16,-79,,,,-97,-91,-76,-87,-73,-81,,,-96,-94,-100
15,-86,,,-86,,,,,,,-80,-85,,,
4,-95,,,-81,,,,,,,-84,-87,,,
18,,,,,,,-77,,,,,,,,
13,-94,,,-73,,,,,,,-81,-82,,,
19,,,,,,,-91,,,,,,,-91,-90
6,,,,,,,-70,,,,,,-91,-85,-92
5,-74,,,,,,,,,,,,,,
18,,,,,,,-77,,,,,,,,
3,,,,-72,,,,,,,,,,,
20,,,-80,,,,,,,,,,,,
11,,,,,-90,,,-86,-86,-95,,,-72,,
7,-83,,,-95,,,,,,,,,-92,,-82
23,-81,,,,-89,,-95,-94,-90,-81,,,-70,,
20,,,-80,,,,,,,,,,,,
2,,,,-77,,,,,,,,,,,
9,-87,,,,-93,,,-90,-71,-93,,,-93,,
1,-87,,,,,,,,,,-74,,,,
4,-93,,,-88,,,,,,,-86,-87,,,
16,-78,,,,-97,-91,-86,-91,-68,-87,,,-92,-94,-100
6,,,,,,,-85,,-90,,,,,,-78
17,-71,,,,,,,,-91,,-89,,,,
3,,,,-76,,,,,,,,,,,
19,,,,,,,-86,,,,,,,-89,-88
14,,,,,,,-79,,,,,,,-93,
7,-83,,-92,,,,,,,,,,-94,,
21,-89,,,,,-91,-68,,-94,,,,,,
23,-85,,,,-90,,,-92,-84,-82,,,-71,,
10,-71,,,,-89,-87,-68,-95,-74,-90,,,-88,,
2,,,,-80,,,,,,,,,,,
18,,,,,,,-78,,,-92,,,-88,-73,
13,-81,,,-75,,,,,-93,,-82,-83,,,
22,,,,,-86,,,-79,-91,-88,,,-64,,
9,-87,,,,,,,-84,-67,-95,,,-87,,
5,-66,,,,,,,,,,,,,,
18,,,,,,,-78,,,-92,,,-88,-73,
16,-83,,,,-88,-93,-88,-92,-81,-84,,,-86,-94,-100
20,,,-85,,,,,,,,,,,,
6,,,,,,,-66,,,,,,,-81,
11,,,,,-90,,,-89,-89,,,,-72,,
8,,,,,-73,,,-72,-85,,,,-87,,
4,,,,-86,,,,,,,-87,-90,,,
20,,,-85,,,,,,,,,,,,
15,-89,-96,,-85,,,,,,,-81,-88,,,
19,,,,,,,-91,,,,,,,,-87
21,,,,,,,,,,,,,,,
7,-81,,-91,-95,,,-89,,,,,,-96,,
23,-87,,,,,,-95,,-78,-79,,,-70,,
1,-89,,,,,,,,,,-73,,,,
2,,,,-80,,,,,,,,,,,
9,-87,,,,,,,-90,-72,,,,,,
17,-72,,,,,,,,-93,,-89,,,,
16,-85,,,,-85,-97,-80,-92,-74,-86,,,-85,-94,-94
6,-90,,,,,,-71,,-92,,,,,-86,-82
14,,,,,,,-77,,,,,,,-92,
4,,,,-86,,,,,,,-92,-87,,,
10,-69,,,,,-96,-68,-93,-75,-85,,,-87,,-91
21,,,,,,,-72,,,,,,,,
19,,,,,,,-90,,,,,,,,-87
18,,,,,,,-81,,-93,-95,,,-87,-74,
7,-84,,-85,-95,,,-94,,,,,,-95,,-83
13,-86,,,-71,,,,,-95,,-81,-91,,,
5,-73,,,,,,,,,,,,,,
23,-81,,,,-89,,,,-90,-78,,,-69,,
20,,,-78,,,,,,,,,,,,
11,,,,,-90,,,-88,-86,,,,-74,,
2,,,,-83,,,,,,,,,,,
18,,,,,,,-81,,-93,-95,,,-87,-74,
20,,,-78,,,,,,,,,,,,
9,-90,,,,-91,,,-87,-67,-90,,,-88,,
6,-90,,,,,,-71,,,,,,-92,-82,-77
16,-86,,,,-92,-85,-82,-92,-70,-94,,,-86,-94,-90
4,,,,-87,,,,,,,-84,-89,,,
8,,,,,-70,,,-72,-83,,,,-71,,
1,-88,,,,,,,,,,-74,,,,
21,,,,,,,-55,,,,,,,-89,
7,-84,,-90,,,,-90,,,,,,-98,,-98
17,-69,,,,,,,,,,-87,,,,
15,-89,,,-86,,,,,,,-81,-81,,,
19,-91,,,,,,,,,,,,,,-91
23,,,,,,,,,-86,-79,,,-72,,
14,,,,,,,-76,,,,,,,,-89
2,,,,-76,,,,,,,,,,,
6,-86,,,,,,-77,,,,,,,-85,-80
10,-81,,,,-88,-84,-74,-94,-73,-87,,,-82,,-92
9,-90,,,,-86,,,-88,-70,-90,,,,,
4,-93,,,-85,,,,,,,-84,-88,,,
18,-89,,,,,,-85,,,-95,,,-86,-79,-84
13,-80,,,-77,,,,,,,-80,-77,,,
22,-90,,,,-91,,,-83,,-91,,,-63,,
5,-73,,,,,,,,,,,,,,
20,,,-82,,,,,,,,,,,,
21,,,,,,-95,-58,,,,,,,,
18,-89,,,,,,-85,,,-95,,,-86,-79,-84
11,,,,,,,,-89,-85,,,,-72,,
20,,,-82,,,,,,,,,,,,
7,-93,,-91,-94,,,-94,,,,,,-92,,-82
23,-84,,,,-92,,-90,,-86,-79,,,-74,,
19,,,,,,,-89,,,,,,,,
2,,,,-80,,,,,,,,,,,
6,,,,,,,-78,,,,,,-93,-87,-78
9,-91,,,,-85,,,,-61,-89,,,-93,,
1,-84,,,,,,,,,,-76,,,,
4,,,,-84,,,,,,,-87,-87,,,
21,-91,,,,,,,,,,,,,-86,
